time;ws10_ms;wd10_deg;ws100_ms;wd100_deg;ws190m_ms
1998-01-01 00:00:00;5.381851639785151;253.10483158039239;7.570629687221236;259.41933262361545;8.282424917768516
1998-01-01 01:00:00;5.047773423623157;248.5902681670007;7.104490027156925;255.6663181503077;7.772458521948954
1998-01-01 02:00:00;4.760520993202835;242.62676693472926;6.6580108546529155;250.49522422704132;7.284001104747085
1998-01-01 03:00:00;4.4326364790171775;234.43772927621293;6.14186609795271;244.07955218829022;6.719328102541579
1998-01-01 04:00:00;4.453177422696785;219.93895448063472;5.94832271866197;230.38103652908524;6.507587656431458
1998-01-01 05:00:00;5.019224058165557;204.60461801464143;6.631242743365201;214.4372125344439;7.254716239274773
1998-01-01 06:00:00;5.890063916493557;197.8675933973407;7.86587977012643;205.9408469817256;8.605434593932555
1998-01-01 07:00:00;6.698202885767783;196.68553532400063;8.969751120718579;203.06441903328334;9.81309260362065
1998-01-01 08:00:00;7.2791821156802605;194.5083754241992;9.780429543591126;200.4956963981716;10.69999150731823
1998-01-01 09:00:00;7.768517003482199;194.51935991181537;10.44225617297367;199.94244442851323;11.424043480920005
1998-01-01 10:00:00;8.236958968438774;194.43487023341459;11.01516694651618;199.03634634154085;12.050819675568114
1998-01-01 11:00:00;8.75604869466212;191.3242217056034;11.63977008326263;195.72826838782944;12.734148381004237
1998-01-01 12:00:00;9.376187860458181;186.20216197278816;12.491444335192586;190.16030501451723;13.665897566664862
1998-01-01 13:00:00;9.974271312948124;184.21750203861845;13.206627924394668;187.5616514064297;14.448323154061493
1998-01-01 14:00:00;10.260511565168992;184.10956502425304;13.51682986683315;187.19127523393087;14.787690472731084
1998-01-01 15:00:00;10.185759422484;179.92494682023164;13.82861048742154;183.85218150243594;15.128784897835166
1998-01-01 16:00:00;10.755778004701819;176.8558776574232;14.128795310323852;179.50244294129186;15.457193281267086
1998-01-01 17:00:00;11.171878143464902;178.8635853524836;14.520779137263535;180.8037484187689;15.886031667205776
1998-01-01 18:00:00;11.066131700712557;179.49726433264027;14.9754805323916;182.0618515165093;16.38348436542844
1998-01-01 19:00:00;11.680956571944924;179.51532722202865;15.334607367005722;181.74403840607494;16.77637652454012
1998-01-01 20:00:00;11.792077562766115;177.12303400357666;15.498563651331942;179.39548765228938;16.955748078932796
1998-01-01 21:00:00;12.082422726152936;175.35712792921436;15.908612964714951;177.54548465068433;17.404350479392285
1998-01-01 22:00:00;12.71093370943465;178.16692073069487;16.910203116801068;179.97988986870098;18.50011074977403
1998-01-01 23:00:00;12.517091782641558;174.39687099967443;16.586919039940234;176.8239158583142;18.146431306407575
1998-01-02 00:00:00;12.614229594245904;169.43672549352766;16.721558459141246;172.09326513456324;18.293729606096786
1998-01-02 01:00:00;12.67531486386527;166.98048654731952;17.00243456208197;169.69555137519774;18.601013851914367
